"Status","FeatureType","PropertyName","SubPropertyName","GISPropNum","OMPPropID","Borough","District","x","y"
"Activated","RPZ Spray Adapter","Beatty Plaza",,"X062","X062","Bronx","X-03","-73.90184620776","40.83157722195"
"Activated","RPZ Spray Adapter","Bryan Park",,"X005","X005","Bronx","X-07","-73.89423675229","40.86216036961"
"Activated","Misting Station","The Pearly Gates",,"X170","X170","Bronx","X-10","-73.84538143675","40.83894703984"
"Activated","RPZ Spray Adapter","Devoe Park",,"X013","X013","Bronx","X-05","-73.90797114042","40.86299566072"
"Activated","CS Spray Adapter","Webster Playground",,"X174","X174","Bronx","X-06","-73.89295150542","40.85949006885"
"Activated","Misting Station","Franz Sigel Park",,"X047","X047","Bronx","X-04","-73.92635880978","40.82129919635"
"Activated","Drinking Fountain Spray Adapter","Behagen Playground",,"X166","X166","Bronx","X-03","-73.90144969424","40.82553910892"
"Activated","Misting Station","Paerdegat Park",,"B218","B218","Brooklyn","B-17","-73.93833786593","40.63849083172"
"Activated","Misting Station","Maria Hernandez Park",,"B016","B016","Brooklyn","B-04","-73.92405809402","40.70303960181"
"Activated","Misting Station","Bushwick Playground",,"B017","B017","Brooklyn","B-01","-73.93948521385","40.70166796791"
"Activated","CS Spray Adapter","Raymond Bush Playground",,"B216","B216","Brooklyn","B-03","-73.93942076373","40.68656301935"
"Activated","CS Spray Adapter","Beach 9 Playground",,"Q162J01","Q162J01","Queens","Q-14","-73.7446161789","40.59563616117"
"Activated","Other","Rockaway Beach Boardwalk",,"Q163","Q163","Queens","Q-14","-73.78923679168","40.58874354293"
"Activated","Misting Station","Broad Channel Park",,"Q460","Q460","Queens","Q-14","-73.81973916544","40.60128765237"
"Not Yet Activated","Drinking Fountain Spray Adapter","Broad Channel Park",,"Q460","Q460","Queens","Q-14","-73.81974184795","40.60079074829"
"Broken","CS Spray Adapter","St. Andrew's Playground",,"B225","B225","Brooklyn","B-03","-73.94197165025","40.67882259502"
"Activated","Drinking Fountain Spray Adapter","Osborn Playground",,"B343","B343","Brooklyn","B-16","-73.90624552429","40.65613041642"
"Activated","Misting Station","Sternberg Park",,"B055","B055","Brooklyn","B-01","-73.94677765539","40.70621199824"
"Activated","Misting Station","Cooper Park",,"B025","B025","Brooklyn","B-01","-73.93635773784","40.71581022311"
"Activated","Drinking Fountain Spray Adapter","Middleton Playground",,"B022","B022","Brooklyn","B-01","-73.95517540124","40.7006226148"
"Activated","Drinking Fountain Spray Adapter","Bartlett Playground",,"B286","B286","Brooklyn","B-01","-73.94594422355","40.70083339651"
"Activated","Ground Hydrant Spray Adapter","Seth Low Playground/ Bealin Square",,"B100","B100","Brooklyn","B-11","-73.98603299058","40.60883912441"
"Activated","Misting Station","Jesse Owens Playground",,"B269","B269","Brooklyn","B-03","-73.93242960454","40.69154207987"
"Broken","Misting Station","Stockton Playground",,"B298","B298","Brooklyn","B-03","-73.94840800172","40.69710010159"
"Activated","CS Spray Adapter","Brevoort Playground",,"B258","B258","Brooklyn","B-03","-73.9227523801","40.68067832518"
"Not Yet Activated","Other","Mount Eden Malls",,"X081","X081","Bronx","X-04","-73.90973170878","40.84284124149"
"Not Yet Activated","Other","Pelham Bay Park",,"X039","X039","Bronx","X-15","-73.82239427252","40.84877655194"
"Not Yet Activated","Other","Crotona Park","Crotona Playground (1)","X010","X010-01","Bronx","X-03","-73.89490942142","40.84190438964"
"Broken","Drinking Fountain Spray Adapter","Coffey Park","Coffey Park Playground","B077","B077-01","Brooklyn","B-06","-74.00866459928","40.67702778211"
"Activated","Drinking Fountain Spray Adapter","Hot Spot Tot Lot",,"B212","B212","Brooklyn","B-14","-73.95657596507","40.63114901552"
"Broken","Buckner Box Spray Adapter","Tilden Playground",,"B234","B234","Brooklyn","B-17","-73.93141703674","40.64777511478"
"Activated","Misting Station","De Hostos Playground",,"B358","B358","Brooklyn","B-01","-73.94924991089","40.70238414158"
"Activated","Misting Station","Rodney Park North",,"B223PB","B223PB","Brooklyn","B-01","-73.95625134738","40.70900115494"
"Activated","Misting Station","Fermi Playground",,"B334","B334","Brooklyn","B-04","-73.92829241231","40.70024311329"
"Activated","Misting Station","St. John's Park",,"B245","B245","Brooklyn","B-08","-73.93531900055","40.67424416319"
"Activated","Misting Station","Harry Maze Playground",,"B285","B285","Brooklyn","B-17","-73.92358496448","40.64393342842"
"Broken","Misting Station","Martin Luther King Jr. Playground",,"M198","M198","Brooklyn","B-05","-73.89031251885","40.66706206879"
"Broken","Misting Station","Remsen Playground",,"B360","B360","Brooklyn","B-18","-73.90768643393","40.64202869022"
